class,text
Being Patriotic,"Good morning, dear patriots!        Love your country. Your country is the land where your parents sleep, where is spoken that language in which the chosen of your heart, blushing, whispered the first word of love; it is the home that God has given you that by striving to perfect yourselves therein you may prepare to ascend to him."
Being Patriotic,"US Navy diver plants American flag on US aircraft shot down in World War II. Say it, write it or show it: Our service members -- past and present -- deserve our thanks!"
Being Patriotic,"UFC Champion Ronda Rousey Calls 9/11 An 'Inside Job'        ""It's an inside job,"" said Rousey, who knocked out Bethe Correia in the first 34 seconds of the first round, is joined the club who questions September 11. Rousey's belief is also held by 9/11 victims' family members and countless first responders who witnessed the attacks that fateful morning. While the government continues to denial implication to the 9/11 we still how politicians ""care"" about our lives. What did they do with ISIS, who beheaded American journalist? What did they do after murder of US citizens in Libya? Such ignorance from the government side make us feel not safe in our own country. Moreover, it looks like the government doesn't really care about lives of Americans. For the last decades America's ""leadership"" seem to be lackeys of corporations' interests. We should provide a glimpse of reality to prevent such things in the future. So, if we let it go today, they'll do it again and again..."
Being Patriotic,"Rally sparks tension, conversation        A group of St. Cloud-area residents took to the stairs in front of the Stearns County Courthouse to protest an anti-immigration. A group of Americans were spoken out against refugees and Sharia, the Islamic law. ""We know we have issues in our community and we know they exist, but we don't need people coming in and mixing it up and creating more problems,"" said Jane Conrad, a field representative for the East Central Area Labor Council. America should wake up before it's too late. Have you forgotten the fires burning in Europe because of very bad progressive ideas? It's always bad idea to bring people with radical beliefs into the country. Muslims don't want to be friends with us, they should be deported back to their 7th century countries."
Being Patriotic,"35,093 vets were left without medical assistance        According to an internal document obtained by media, 35,093 combat veterans are being denied health care enrollment by the Department of Veterans Affairs because of a computer system error. The vast majority of these combat vets served in Afghanistan and Iraq. About 19,000 of them have been pending one month and five years and about 16,000 have been pending for more than five years. It is known that after five years vets lose their eligibility for free health care. Moreover approx. one-third of 847,000 vets with pending applications for health care had already died. Well, this story clearly demonstrates what value for the state the life of a man willing to sacrifice means. In fact the government doesn't care about its soldiers, even if they are heroes. This confirms that the government's slapdash attitude to the recording vets system left more than 35,000 veterans without medical assistance. And how many of them died before the error in the database was revealed! A truly disgusting attitude to our soldiers!"
Being Patriotic,"Ex-Ferguson Cop Darren Wilson: Incident'Makes Me Unemployable'        Do you know the best way to ruin your career in the US? Follow the rules and the ""miracle"" won't be late in arriving. I bet you remember the white former officer who shot and killed an unarmed black teen in Ferguson, last August? After national debate over the relationship between police and black communities Darren Wilson aka ""Bad cop, who killed innocent black child"" tried to go back to police work but was turned down because he's too big a liability. In the recent interview to New Yorker magazine he said, ""It's too hot an issue, so it makes me unemployable."" So what does the situation mean to America? Almost nothing except one thing... a man's life may be ruined because he had the audacity to defend himself against huge man with malicious intent. Michael Brown was a thug, who had just assaulted a store owner, and robbed him. Do you have any idea what should police officer do in such situation? He must stop the criminal, period. He was in a no-win situation and it proves how upside-down society has become. I wonder, what will be the next step of American justice degradation? Will surgeons be fired for operate patients with knives? Will Supreme Court send teachers to jail for teaching? Instead hate Wilson, we should pray for him. He did nothing wrong but idiots turned society against an innocent man. So is it a new America?"
LGBT United,#equality #humanrights #Igbt #manifesto
LGBT United,"Colorado court sides against baker who refused same-sex marriage cake order        The appellate court ruled that requiring the cake shop to comply with an anti- discrimination law does not violate the First Amendment. The ruling was premised chiefly on the Colorado Anti-Discrimination Act, which prohibits discrimination on the basis of a number of protected categories, including sexual orientation. I'm so sick of this true Christians who have never taken the Bible in their hands. reading or listening someone who read ancient texts and then declaring them to be applicable to today violates the scriptures. God didn't support divorces, so why did bakers not refuse service to divorcees? Anyway, the truth on our side... finally. So, grab your bae and go to eat some cakes!"
LGBT United,"Don't be afraid to be yourself. Every person is bom unique, and our own way is just as unique and distinctive. And if you don't live your life in your own way you will regret it more and more with each passing year. So don't let anybody tell you who you are is not enough!        #queerquote #beyourself #OscarWilde"
LGBT United,"Our hearts are heavy with grief that we have lost another vibrant member of our community too soon. Our thoughts and prayers go out to all of Amber's family and friends whom she clearly loved deeply.        Trans woman murdered in Detroit. According to initial police reports, 20-year- old Amber Monroe was shot to death. A lot of transgendered women don't have support systems or employment. So they are forced to do whatever they can do to survive. This attack was fueled by transphobia and we do know that Amber's murder is the 12th murder of a transgender woman in the United States this year, and the 10th murder of a transgender woman of color. Transgender women, and especially transgender women of color, are disproportionately affected by violence. Her life was just beginning... I know that this loss will leave so many people with a hole in their lives and with more questions than answers. Let's work for real change so that our transgender sisters can be free from persecution. I know we can do better. We have to do better!"
LGBT United,"""Here are the values that I stand for: honesty, equality, kindness, compassion, treating people the way you want to be treated and helping those in need. To me, those are traditional values."" -- quote by Ellen DeGeneres        #equality #equalrights #Igbt #traditionalvalues #EIIenDeGeneres #queerquote"
LGBT United,Lil bit about the history of Gay Rights...       Protestor at Weinstein Hall demonstration for the rights of gay people on campus. NY 1970.
LGBT United,Luce: I met this girl... but she's with someone else. Ella: Does she love you? Luce: I don't know... no... yes... but it doesn't matter. Ella: [gently caresses Luce's face] Oh... it's all that matters. Imagine Me & You
LGBT United,Did you know that bats have the highest homosexuality rate of any mammal? It seems we could learn a lot from nature about acceptance and open- mindedness!        #bats #batman #humor #rainbow #gaypride
LGBT United,The Hope Speech. Harvey Milk addressing crowd from stage at San Francisco Gay Day Parade. 1978.
LGBT United,"The first male couple to be married at West Point Military Academy was attacked on 2 August in NYC's SoHo neighborhood. Some guy screamed anti-gay obscenities at Daniel and Larry Lennox-Choate and then attempted sucker-punching Danny. But our guys handled the situation and tossed him in the street, like the loser he is! As Danny and Larry wrote in a FB post. ""He left covered in his own blood with his tail between his legs. Damn right: Gay people are not cowards or sissies: I think this is how most (if not all) stories of queer guys and gals being attacked should end. I so hate it when gay are the ones who have being killed, maimed or badly beaten. We welcome people with an outstretched hand, when they come in peace, and with our clenched fists, when they choose to wage war against us! #homophobia #gayisokay #samesexmarriage #lovewins #equality"
LGBT United,"""...the man of my dreams is a girl."" ? Julie Anne Peters        #lesbian #queerquote #dream"
LGBT United,"ABOUT 15,500 TRANS PEOPLE ACTIVELY SERVE IN THE MILITARY. It's estimated that over 134000 American veterans are transgender. Not long ago these people were forced into hiding. As a result, many were unable treatments for their gender dysphoria, a state of emotional distress caused by how the gender someone was designated at birth conflicts with their gender identity.        Coming out as transgender requires telling everyone in your life about you and enduring the consequences which often means the loss of family, lifelong friends, your job, and being the subject of ridicule, discrimination, and often violence. No one makes the decision easily and no one transitions unless they have to do so. Transphobic slur of stupid politicians like GOP presidential hopeful Mike Huckabee seeking to tremendous efforts of transgender community who are still struggle for equal rights. We know how easily bigots and fools who has power are able to reverse progressive changes for their own benefit. We can't let that happen! These people know what it means to be Transgender and know what it is to serve in our Armed Forces. We respect their opinion in both of these areas, especially over those of Governor Huckabee who has not experienced or accomplished either. #transgender #military #equality #transphobia #mikehackabee"
Black Matters,"Are you going to vote in this presidential election as young black male or female?       The founder and editor-in-chief of Black Millennial and one of the organizers of Black Lives Matter NYC Arielle Newton is 23-years-old. She is black college-educated woman who is drawing in $160,000 student loan debt. Today, Arielle is centered on the roots causes racism and resulting epidemic discrimination and socioeconomic illness. In fact, in her opinion the candidates for the next president of the United States of America are problematic in terms of lack of transparency and accountability. For instance, one candidate is complicit in fueling the war on drugs; another one in corrupted criminal justice system, next one in making racial justice as the centerpiece of the campaign as a strategy to have more black voters. Doubtless, voting won't bring us safety and won't provide us an immediate conduit for our social well-being. Ironically, even the first black president of the United States of America was not able to withstand the racist opposition and law enforcement. It means voting again for anti-black system won't save black lives, but might jeopardize it."
LGBT United,"SCOTUS RULES AGAINST KENTUCKY CLERK IN GAY MARRIAGE CASE The Supreme Court on Monday evening denied a Kentucky clerk's request to keep enforcing her ""no marriage licenses"" policy — an attempt to avoid issuing marriage licenses to same-sex couples — while she appeals the trial court's preliminary ruling.        Rowan County Clerk Kim Davis will have to choose whether to issue marriage licenses, defying her Christian conviction, or continue to refuse them, defying a federal judge who could pummel her with fines or order that she be hauled off to jail. For Ms. Davis to enact her own personal policy is completely unacceptable. She is on her fourth marriage, a sinner according to her Bible, yet she's screaming about religious convictions. What a hypocrite! And she doesn't even perform the ceremony, only issue a license. What her religious convictions has to do with it?? It's not up to her to make policy, it's her role only to enact it! Funny how all these ""Christians"" are preaching and practicing all this hate, eh? If Jesus were around today, his response would be most likely, ""What the hell is wrong with you people!"" #SameSexMarriage #MarriageEquality #Kentucky #SCOTUS #homophobia #bigotry"
Black Matters,"Jamycheal Mitchell: Mentally III, Criminalized. and Killed by the System Stories like the one of Jamycheal Mitchell, the 24-year-old young man who was found dead in his jail cell on August 19, are particularly hard to hear. What the police ruled ""natural causes"" turned out to be that he starved to death. The crime? Shoplifting. Mitchell. who had a severe mental illness had been ruled permanently disabled and was unable to work. In April, he stole a zebra cake. a Snickers, and Mountain Dew from a local 7-11 in Portsmouth; Virginia. It would be a month before he ever went before a judge. A judge then ruled him incompetent to stand trial. He should have been transported to a local mental health facility, but he wasn't. Apparently there wasn't one that had room for him. Three months later he was found dead in his cell. No meds had ever been administered. He had never made it to a mental health facility. He had lost nearly 80 pounds because he refused to eat. All for less than $5 worth of snacks he stole while in a mental health crisis. Yes; you can die over 5 dollars here in America. Nothing new here. Justice is just an empty word in this country. Be sure, you will never know the truth. We are far away from the truth."
Black Matters,"All lives matter? All lives mattered during slavery too. All lives mattered during segregation too. All lives mattered during apartheid too. All lives always matter. But there are situations, where some lives are focused more on during that time. Not because they matter MORE, but because they're not put on an equal playing field, not treated the same way, and are treated like they're less/matter less."
Black Matters,The real enemy is around us. Watch out.
Black Matters,"Because They Lack Crucial Training, These Cops Severely Beat a Blind Autistic Teen Unconscious        During the incident, Abrams, 17, suffered two seizures after police used force against him at the Green Line's Lexington Parkway Station. The teen suffers from Asperger's syndrome, which causes him to strongly dislike being touched or having people in his person space, and is considered legally blind, wearing extremely magnified glasses. Officers thought the non-compliance of Abrams was reason enough to justify forcibly taking him down, which resulted in him being battered and left unconscious. Abrams non-compliance wasn't done out of malice, but out of not really understanding the situation, and believing he hadn't done anything wrong. Abrams' autism makes it extremely difficult for him to interpret the intentions or feelings of others, according to his mother. Police released the teen to the custody of his mother rather than take him to the juvenile detention facility. Police are trained to think like the military in combat, which means they prioritize their own safety and the safety of fellow officers over everything else, including that of the citizens they allegedly ""protect and serve."""
Black Matters,Think about this for a second. My house is on fire with my entire family inside. I make it out and scream for help. My neighbor grabs the water hose and sprays his house which isn't on fire. Then tells me all houses matter.
Black Matters,"Innocent Bystanders Could Face Criminal Charges for Not Jumping in to Help Officer Make Arrest        Residents of Huntsville, Alabama who declined to intervene to help a police officer subdue a suspect could face criminal prosecution under a state statute requiring them to assist an officer in trouble. Had the situation been reversed, however, police officers would face neither criminal nor civil prosecution for declining to aid a citizen under assault by a suspect. A man named Devonte Conerly who was suspected in a hit and run incident, allegedly tried to disarm the police officer who stopped him. Several officers responded to a call for assistance and eventually subdued and handcuffed Conerly. They then rebuked several bystanders who had declined to intervene. Bystanders are not liable to prosecution if the failure to render aid ""was reasonable under the circumstances,"" but the burden of demonstrating that this is the case is placed upon the accused. When you'll see a bunch of cops beating an unarmed man, don't forget that you can be in his place just for not helping cops in committing a crime."
Black Matters,Racism is still a stumbling block between black and white Americans.
Black Matters,We won't apologize for our blackness. It's not our duty to do that. Black is beautiful. Beautiful is forever and it makes us to be proud. We will carry it with us everywhere and forever. We don't care if the government doesn't want to accept the fact that we are stronger than we were before. We don't care if the government doesn't see our problems. We can build our history on our own; because we are stronger by nature.
Black Matters,"Know your rights and your freedom        The murders of Michael Brown, Tryvon Martin, Freddie Gray, Eric Gartner and other black victims have dramatized depth of racism in America society. They were young and Black- that was enough for police officers to decide that they looked suspicious. The police brutality has sparked the movement and has emerged to demand justice and political attention. However, the everyday racism we see was not understood, but ignored. Moreover, the government along with the law enforcement violate our rights through the illegal use of force and mass arrests in order to obstruct our free expression. Yes, standing up for your right to protest for the equality and justice is challenging, but it's worth discrimination and unfairness black civilians face everyday. Remember, knowing your rights can be the most powerful weapon you have against police abuse and brutality. The most famous civil rights activists represent a basic philosophy, known for their fight against injustice and lasting profound impact in the lives of African- Americans. Martin Luther King Jr., Malcolm X, Mary McLeod Bethune, Rosa Parks changed our lives forever. But what changes have you made? Have you contributed to a greater equality? What are you doing to fight against injustice and racism? Have you ever protested in civil rights protests or have you ever been part of Black Lives Matter movement? How do your protect your right to free expression? Please comment below, what have YOU done to prove- BLACK LIVES MATTER?"
Being Patriotic,"Barack Obama and his team have spent two months working to secure 41 percent for Iran deal. And now they claim enourmous victory.        Under the Constitution, treaties require the support of two-thirds of the Senate. The deal with Iran is a treaty in every respect — a legally binding long- term agreement between sovereign powers, in which hundreds of billions of dollars will flow and billions of dollars in nuclear materiel will be destroyed. Since this is a treaty and we have 100 senators, Obama should have been obliged to secure the backing of 67 senators, not 41. Obama knows he can never get Iran deal through the Congress. Americans voted for the GOP in 2014 to provide Republican majority in both the House of representatives and the Senate. It has to stop crazy ideas of Obama. But Obama is not stupid, he is very crafty politician. He succeded to change a subject to a vote — not of approval, like a treaty, but of disapproval. It would be treated like any piece of legislation. It would be voted on by the House and the Senate, and if they turned thumbs-down, he could then exercise his presidential veto. The Constitution requires a second vote by the two Houses of Congress to overturn such a veto — and in that case, the vote has to be by two-thirds. So, instead of 67 Senators having to support the deal to make it legal, 67 senators have to disapprove of it to render it null and void. It is enough 60 or more Senators to overturn a veto. But you remember, 41 Senators agree to support the deal. Thus, it may well be that for the first time in American history, a president will simply impose a treaty on the country without even the pretense of seeking and obtaining the advice and consent of the Congress. And how? With 42 percent. Barack Obama is very smart man, but he is not a patriot. He doesn't care about Americans. All what he cares is his outsized ambitions."
Being Patriotic,"The 2nd amendment is an integral the Bill of Rights integrated to the U.S. Constitution in 1791. And we know why every Americans have the right to bear arms. First, the 2nd amendment makes people less prone to crimes. Most of people will not attack others, if they have a chance to be shot. Moreover, armed citizens help to prevent some crimes. Second, the 2nd amendment gives equal odds for criminals and people who have no negative intentions. They both have firearms. Third, gun owners as usual feel a responsibility, it makes them law-abiding citizens. Of course, every rule has an exception. However, you see, the 2nd amendment has enormous advantages."
Being Patriotic,"The U.S. Constitutional Convention signed and adopted the Constitution at Philadelphia's Independence Hall 228 years ago. Since then the U.S. Constitution has been amended twenty-seven times. All of amendments are steps that made the United States the greatest country in the world.        The U.S. Constitution is not only the law, it is the basis of the country. Every true patriot respects it. Unfortunately, last decade has become the time of nihilism. More and more people don't respect American law. More and more people come to the United States and some of them don't feel reverence for our Constitution. It goes without saying that illegals who already broke the immigration law and will violate the supreme law easily. But the worst thing is that the current president of the United States and some high-ranking officials also spit upon the Constitution. They call for ban the right to bear arms, a confederate flag (I think this flag reflects not slavery, but important part of American history) and some liberals ban even the Old Glory -- a school district in Tennessee has banned all flags and banners, including the U.S. flag -- and so on. The same regards the Iran deal. America has a hard time. And we have to save the U.S. Constitution. We have to do it in God's name! America has to be great again because we are one nation under God!"
Being Patriotic,"On Tuesday, the police said about the shots fired at police officers in Denver and Aurora, Colorado. What is wrong with people? The police officers protect people. But the gang of anarchist thugs declared war against the police. I can't belive it's possible.        The police administer the law. Law-abidingness is an important part of American life. Of course, history knows police mistakes, but a mistaken arrest is very rare occurance. At the same time, don't forget that officers risk their lives every day. Americans have to honor sacrifices of policemen. Police officers significantly improve the quality of life for the citizens of their communities by keeping the peace despite sometimes overwhelming odds. America has to stand against radical activists who threaten not only officers lives, but also our security."
Being Patriotic,"9/11: 14 years later. What were you doing?        14 years ago America has changed forever. One of the darkest days in American history came. The tragedy of September 11th is still touching us. Some of us lost our family members or our friends, while others saw the terrorist attacks firsthand. R.I.P to all innocent victims, workers, police officers, firefighters and even dogs that died in this tragedy. This is a day in our history that everyone is going to remember. Today we should honor the memory of the killed ones and share our stories. What were you doing on 9/11? I'd like to tell you #My911 Story. I was only 15 when the attacks occurred. I was at school. I remember that somebody came and told us that there had been a serious bombing in NYC. We all said a prayer for the victims and went back to studies. But a few minutes later all students began receiving calls from their relatives. My mom called me crying. School was letting out early that day. When I came home I remember my dad watching the news and telling me that terrorists took responsibility for the attacks. And do you remember what you were doing on 9/11? #My911 Story"
LGBT United,"Vatican Says Transgender Man Cannot Become A Godparent        The Vatican has rejected a request by a transgender man in Spain to become a godparent, ruling that his sexual identity means he is incapable of carrying out the task. Alex Salinas was asked by his family to be godfather to his nephew, but the bishop of his local diocese on Spain's southern coast questioned his gender identity. Salinas was born a woman but has since undergone hormone therapy and has a male ID in Spain. He is now waiting for gender surgery. Bishop Rafael Zornoza Boy of Cadiz and Ceuta rejected the family's request to name Salinas as a godfather. Then, after a media storm, the bishop wrote to the Vatican for advice. Zornoza published the Vatican's reasoning for rejecting Salinas' wish. It said transsexual behavior ""reveals in a public way an attitude opposite to the moral imperative of solving the problem of sexual identity according to the truth of one's own sexuality."" The pope supported gays, but now for some reason the transman wasn't allowed to be a godfather in Spain, an entirely Catholic, but at the same time, the most friendly country towards the LGBT community. Anyway it's just another superstition of Church. Funny."
LGBT United,"Gay the force be with you: Star Wars soldier comes out        Hero soldier Sinjir Rath Velus comes out in a new novel, which is part of the smash hit sci-fi franchise with arch-baddie Darth Vader. The space warrior appears in Star Wars: Aftermath, which bridges the gap between Return of the Jedi and new film The Force Awakens. Sinjir, an Imperial turncoat who now serves in Luke Skywalker's Rebellion, is the first major gay role to be part of the Star Wars universe. He reveals his sexuality to female bounty hunter Jas Emari, who tries to chat him up. Chuck Wendig, author of Star Wars: Aftermath, said: ""I don't think his sexuality needs to be this giant plot point. At the same time, it's part of who he is. Isn't that great, guys? Ain't no lie, It's a big step forward. We want to thank the creators of the new ""Star Wars"" for the incredible courage and opposition to conservative bias in Hollywood cinema. There should be a special organization in Hollywood that will protect the rights of gay actors. There should be at least one gay character in every movie in order to help the American society get rid of homophobic stereotypes."
LGBT United,Stop the hate: Don't be stupid.. don't hate what you don't understand!
LGBT United,"Common ? normal - Heterosexuality is not normal, it is just common - Catcalling is not normal, it is just common - Having long hair as a girl is not normal, it is just common common ? normal"
Blacktivist,"Stick to your intellect, that's the hardest weapon you got."
Being Patriotic,Being Patriotic
Being Patriotic,"The Justice Department is set to release about 6,000 inmates from federal prisons in a bid to reduce overcrowding. It is the largest one-time release of federal prisoners. The Department will release drug offenders who received harsh sentences over the last three decades. Every third of them is illegal immigrant.        Barack Obama has criticized overblown sentencing laws that ""disproportionately impact communities of color."" But is it indeed a reason to release criminals? If Latinos commit crimes often than whites, it doesn't mean that some Latino criminals should escape penalty."
Black Matters,What progress have we made towards eliminating racial profiling? Who is trying to damage the stereotypes of African Americans? How many black men have died for minor crimes at the hands of the police officers?
Black Matters,"WEAR BLACK, FIGHT BACK! CHALLENGE FOR OUR SUBSCRIBERS!        October 22nd is one of the most important days for all of us. From 1996 onward people around the country have mobilized for a National Day of Protest to stop police brutality, repression and the criminalization of a generation. The powerful National Day of Protest will be brought in cities and towns all across the country. Let's make history together! It's time to stand up for our rights and our freedom! Our community has a challenge for you, guys. All you need to do is: wear black - take a picture of yourself during or right before/after this event - send it to us. Simple as that! We will post all the pictures on our page, so that the whole African American community will know about you and your efforts. It's really important for us to know we're united. It's important for us to know we care about our future. Black Matters will appreciate your efforts too! Check the official website to find an event in your area: http://www.october22.org/"
Black Matters,"Why I March! #JusticeOrElse        20 years ago. 20 years a million men, women and children gathered on the National Mall in Washington, DC answering the call from Minister Louis Farrakhan to come to the nation's capital and show our strength in numbers and unity and remind politicians that our voices would be heard. 20 years later, we return to call on our politicians to fix our broken criminal justice system once and for all. I march to fix a system that houses more black men in our prison system than there were black men enslaved in 1850. To fix a system that allows for local prosecutors to investigate their friends at the police department when there is an officer-involved shooting. To fix a system that has drug laws that disproportionately arrest black and brown people for using drugs when white people use at the same rate. To fix a system that has built a private industry off the backs of prisoners laboring for pennies. To fix a system that doesn't video record the actions of law enforcement at all times. To fix a system that criminalizes young women who are pimped and sexually trafficked before they even turn 18. To fix a system that does not collect any national data on incidents when police use excessive force or discharge their firearm. To fix a system that has incarcerated more people than any other nation in the world. To fix a system that has created a school to prison pipeline by harsher school discipline practices for young students of color. To fix a system of policing that targets communities of color by programs like ""Stop & Frisk"" or ""Broken Windows."" This is why I march. This is why we all should march in order to build a better future for our kids. We should fight the institutional racism in the country. Like and share if you want to help the movement!"
Black Matters,"Mass Shooting At Umpqua Community College In Oregon, 10 Reported Dead        Ten people were killed and seven were wounded Thursday in a shooting at a small community college in Roseburg, Oregon. The shooting took place in classrooms in Snyder Hall. Law enforcement officials have identified Chris Harper Mercer as the man responsible for the mass shooting.He had four weapons on him - three handguns and one assault weapon. Also he was definitely ready to put up a fight, because he had body armor and stash of ammunition. One of the witnesses said that the gunman first asked about people's religions before he began firing. The hospital said that all victims were female between the ages of 18 and 34, and quoted a doctor who said that an ""army"" of doctors and nurses had volunteered to help. It's the 45th shooting at a school so far this year. Obama said that America is the only country on Earth that sees these kinds of mass shootings every few months. And he's right. People already got used to this. Isn't it time for some gun control yet? Some white supremacists say that the killer was mixed and he supported BLM. This information is not confirmed and is more likely to be fake. This dude is definitely not black. His parents are Caucasian. The fact it's been a few hours since the shooting and they haven't say what race he is means he's white. And honestly, word ""shooting"" isn't used correctly here. Can we call it terror? Oh, wait. White male though... #UCC #Oregon #shooting"
Being Patriotic,"Sometimes people say I criticize the government too much. They say I can't see positive moments. In fact, I see all good things in the United States, and I'm proud to be an American. But I reckon that I can't have the right to keep silence when outrageous things happen.        I can't keep silence while stupid idiots forbid our children to wear patriotic clothes. I can't keep silence while Obama creates comfortable conditions for terrorists, accepting of 10,000 Syrian refugees. I can't keep silence while liberals spit on the U.S. Constitution. Yes, I criticize everything what is unacceptable for the nation. If Americans turn a blind eye to outrageous things, enjoying only positive moments of their lives, we will never live better. Criticism is a way for development. I'm a patriot, that's why I criticize."
Being Patriotic,"Common response after the massacre in Oregon is ̀ I Want to Have a Gun'.        ""I want to have a gun in the house to protect myself, to protect the people I'm with. I'm sure I'll have a normal life and never have to go through anything like this, but I want to be sure,"" said Mr. Vicari, 19. The right to bear arms allows the people to protect themselves. Gun control will deprive them this opportunity. And criminals will buy a firearm illegally. I don't know why some liberals are not able to understand it. Anyway, patriots stand for the 2nd amendment. We will never allow them to repeal or amend it!"
Being Patriotic,"You know the Second Amendment is our unalienable right to bear arms that was granted Americans by the Founding Fathers. However, liberals just spit on the U.S. Constitution. So, Hillary Clinton said it's ""worth considering"" a nationwide gun ban and a ""buyback"" program to eradicate private gun ownership.        Hillary says she is a democrat. Huh! No, she like Obama should say they're socialists who want to set up tyranny. The Founding Fathers had enough brains for preventing the situation when dictators run the country. They decided that armed nation is able to overthrow a tyrant. Maybe is it a true reason why Hillary Clinton stands against the Second Amendment?"
Don't Shoot,"Come and show on which side you are in the fight against police brutality.        Please, join families of people killed by law enforcement at the National Day of Protest Against Police Brutality on October 22. 956 people were killed by police in 2015, and at least 161 of them were unarmed. We all witness justice being gone from this country, and we all understand: each of these stolen lives must never be forgotten. October 22 is a day when thousands of people throughout the country can join forces to express their outrage, sorrow and resistance as a response to the brutality of this system. October 22 is time to show that we all have an opinion, it's time to fight back."
Black Matters,"Help us spread their shame! Anonymous unhoods the KKK prominent politicians. US Senators Thom Tillis (R-N.C.), John Cornyn (R-Tx.), Dan Coats (R-In.) and Johnny Isakson (R-Ga.). US mayors Madeline Rogero of Knoxville, Tennessee; Jim Gray of Lexington, Kentucky; Paul D. Fraim of Norfolk, Virginia; Kent Guinn of Ocala, Florida; and Tom Henry of Fort Wayne, Indiana. As long as there are the KKK members in the government, racism in the country will prosper. They should resign. If you want to stop this madness, take a minute to sign the petition: https://www. change. org/p/barack-obam a-u-s-house-of-representatives-u-s- senate-list-the-ku-klux-klan-as-an-official-terrorist-organization        We need around 2,000 signs to reach 10,000. The KKK should be labeled as a terrorist group! Share this with your friends and ask them to sign the petition! Your efforts will be appreciated. It's time to make a change!"
Black Matters,"November 23, 2015 Is the One year anniversary Death of 12 year old Tamir Rice; killed by two Cleveland Police Officers Timothy Loehmann and Frank Garmback. You are welcome! Join the meeting. A Year Without Justice for Tamir Rice"
Black Matters,"Ad ID 315  Ad Text November 23, 2015 Is the One year anniversary Death of 12 year old Tamir  Rice; killed by two Cleveland Police Officers Timothy Loehmann and Frank  Garmback. You are welcome! Join the meeting.     Location - Living In: United States: Cleveland (+50 mi) Ohio  : 18 - 65+  : News Feed on desktop computers or News Feed on mobile  devices  : People who like Black Matters, Friends of connections:  Friends of people who are connected to Black Matters   O   O   0.00   11 /19/15 11 :21 :05 PM PST   11 /22/15 11 :21 :03 PM PST   P(1 )0002095  Redactions Completed at the Direction of Ranking Member  of the US House Permanent Select Committee on Intelligence"
Blacktivist,"Change YOUR Facebook profile picture to BLACKTIVIST flag to honor black victims of police killings and violence.        Click the link below, download BLACKTIVIST flag and apply our new filter on your profile picture. Let's stand together against injustice! If you have troubles with photoshop, send us your profile picture and we will photoshop it for you. http://www.mediafire.com/download/4m4531jfei9yda1 /black_f lag. psd"
Being Patriotic,"A heavily armed Syed Farook, his wife and brother opened fire on a holiday banquet for his co-workers Wednesday, killing 14 people and seriously wounding more than a dozen others in a precision assault. Hours later, two terrorists died in a shootout with San Bernardino police. One shooter still at large.        It is known that gunmen are Muslims. They are very religious and probably linked with ISIS. California shooting should become a lesson for the administration — accepting refugees from Syria threatens the National security. It's tragedy. Enemies of America attacked our people again. Unfortunately, today we have no strong leader who is courageous enough to conquer terrorism. Nevertheless, we will not allow terrorists to change our way of life. We will not allow them to restrict our freedoms. We express our sincere condolences to families of victims in California shooting. If you want to express sympathy for victims, change your Facebook profile picture, using this web site http://imsanbernardino.info #IAm San Bernardino"
Heart of Texas,"Show your support to all the victims of San Bernardino shooting by changing your profile picture here www.imsanbernardino.info        Our thoughts and prayers go out to all the victims of the shooting. True, we Texans aren't really fond of California, but it's important to show we Americans are united against muslim aggressors. If you do realise we've got to stop playing with fire and send all the muslim invaders out of the country, change your profile pic! Show respect to the country you were born in, change the French flag on your profile picture to the American one here www.imsanbernardino.info #Texas #SanBernardino #IAm San Bernardino"
Blacktivist,"Wake up, Black America! Police brutality must stop. Visit http://blacktivist.info/        Take action > add your profile photo to converter > apply Blacktivist filter Everyone who believes in truth must stand up and support our brothers and sisters who suffer from the injustice system!"
Multicultural Affinity,We didn't believe the media and decided to become one! Want to know the  actual state of things in US? - Go visit our website! Click here for more  information! Black Mattersus Blackluive
Field of study,NO MORE CHAOS! Instagram Of The US stands against racism! God Bless America!
Williams&Kalvin,"Police Officer Robert Rialmo's attorney, Joel Brodsky, says that he will be filing a counterclaim against the estate of Quintonio LeGrier on the grounds of assault and emotional distress. This is how it looks like when A White Police kills a black Civiliian, and also feels it's his right to sue the dead because sympathizers gave him a sleepless night. If it was lawful to kill Quintonio LeGrier because he was in abnormal state of mind according to the cops, then we ask, how about the shooting of Bettie Jones? The story is always rewritten and painted when it comes to dealing with race. Racial disparity and segregation cannot be overlooked in America. There is too much level of inhumanity. The cops still things it wasn't enough killing a mentally disordered and an innocent woman. He still has the balls to sue even the dead. This is what living in America is like, if you are black."
Black Matters,"Officer Liang, who fatally shot 28-year-old Akai Gurley, was found guilty of manslaughter, assault. and other criminal charges. Read more: http://blackmattersus.com/1786-nypd-officer-lee-charged-with-manslaughter- and-other-charges/"
Black Matters,"26-year-old Mario Woods was killed by the San Francisco police on 2 December. An autopsy released on Thursday shows that Mario was hit 20 times by officers' bullets. Sixteen of the wounds were said to have gone from ""back to front"" through Woods' body, including six in his back and two in the back of his head.        Read more: http://blackmattersus.com/1 760-20-bullets-recovered-from-body-of-mario- wood s-autopsy-reports-show/"
